# vocab_decisions v1.1.0
# 最終更新: 2026-08-25
# 判定基準: SPEC §4.2(curation 規範)
# 採用の根拠: 2026-08-25 の先行検証で用例・近傍を実見した語(docs/concept.md §11)
# 除外の根拠: 反復強調・程度の副詞で模写性がない。多くは漢字反復表記(色々・段々・益々)を持つ
# この表に無い語はエージェントが独断で採否を決めず needs_review に回す(AGENTS.md §2)
# v1.1.0 (2026-08-25): 保留語の採用提案 322 語を人間の承認を経て追加。除外提案25語とhold20語は据え置き
word	decision	reason
へらへら	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
へろへろ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
べたべた	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
べとべと	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
べらべら	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
べろべろ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぺこぺこ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぺたぺた	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぺっぺっ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぺらぺら	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぺろぺろ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぺんぺん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ほいほい	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ほかほか	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ほくほく	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ほほほほ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ほやほや	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ほろほろ	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
ぼうぼう	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼこぼこ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼさぼさ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼそぼそ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼたぼた	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼちぼち	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼつぼつ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼとぼと	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼやぼや	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼりぼり	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼろぼろ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぼんぼん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽかぽか	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
ぽきぽき	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽくぽく	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽこぽこ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽそぽそ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽたぽた	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
ぽちぽち	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽっぽっ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽつぽつ	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
ぽとぽと	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽりぽり	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽろぽろ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ぽんぽん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
まごまご	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
まじまじ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
みしみし	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
みりみり	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
みんみん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むかむか	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むくむく	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むしむし	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むずむず	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むちむち	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むらむら	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
むんむん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
めきめき	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
めそめそ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
めらめら	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
めりめり	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もうもう	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もくもく	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もぐもぐ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もごもご	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もさもさ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もじもじ	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
もそもそ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もぞもぞ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もたもた	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もちもち	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もやもや	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
もりもり	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
やいやい	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ゆさゆさ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
ゆらゆら	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
ゆるゆる	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
よたよた	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
よちよち	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
よぼよぼ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
よれよれ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
よろよろ	adopted	先行検証で用例・分布近傍を実見した擬態語(SPEC §4.2 採用)
らんらん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
りんりん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
わあわあ	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
わいわい	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
わくわく	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
わなわな	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
わらわら	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
わんわん	adopted	提案シートの採用提案を人間が承認(2026-08-25・vocab_proposals v1)
あかあか	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
あとあと	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
あらあら	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ありあり	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
いきいき	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
いちいち	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
いやいや	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
いよいよ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
いろいろ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
うすうす	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
うまうま	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
おいおい	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
おうおう	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
おちおち	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
おのおの	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
おめおめ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
おりおり	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
かずかず	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
きちきち	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
こうこう	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
しげしげ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
しずしず	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
しばしば	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
そうそう	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
そこそこ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
そもそも	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ただただ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
たびたび	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
たまたま	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
だんだん	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ついつい	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
つぎつぎ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
つくつく	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
つぶつぶ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
つらつら	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
とうとう	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
とびとび	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
なかなか	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ながなが	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
のびのび	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
はいはい	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ふきふき	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
へいへい	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ほとほと	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
まあまあ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
まざまざ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ますます	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
またまた	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
まだまだ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
まるまる	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
みすみす	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
みずみず	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
みちみち	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
みるみる	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
むざむざ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
めいめい	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
もしもし	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
もともと	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
もろもろ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
やすやす	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ゆくゆく	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ゆめゆめ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
よいよい	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ようよう	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
よくよく	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
ろくろく	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
わざわざ	rejected	反復強調・程度の副詞で模写性がない(SPEC §4.2 除外)
